Protein	Beg	End	Reference
SH3BP1	51038370	51029981	chr1
GGA1	51047376	51039736	chr1
LGALS2	51050598	51062352	chr1
CDC42EP1	51070050	51063863	chr1
CARD10	51082440	51095089	chr1
MFNG	51099127	51114838	chr1
ELFN2	51129638	51184876	chr1
CYTH4	51248424	51229151	chr1
RAC2	51257450	51266551	chr1
SSTR3	51269724	51274129	chr1
C1QTNF6	51280925	51289073	chr1
KCTD17	51345461	51293364	chr1
LOC100859707	51301004	51314423	chr1
TMPRSS6	51316350	51336125	chr1
MPST	51355027	51352165	chr1
TST	51355166	51362344	chr1
C22ORF33	51362929	51367995	chr1
LOC101750812	51398694	51387872	chr1
CSF2RB	51416996	51404226	chr1
NCF4	51430291	51420152	chr1
PVALB	51455143	51463203	chr1
IFT27	51473119	51480218	chr1
CACNG2	51497600	51545010	chr1
EIF3D	51555109	51562485	chr1
FOXRED2	51562657	51573048	chr1
MIR1742	51573092	51573174	chr1
TXN2	51573280	51580673	chr1
MYH9	51598550	51666512	chr1
RBFOX2	51709742	51835368	chr1
MB	51849854	51853553	chr1
LOC101752316	51861889	51869014	chr1
LOC101747256	51873511	51878119	chr1
RASD2	51888617	51880229	chr1
MCM5	51947830	51939573	chr1
HMOX1	51955138	51949678	chr1
TOM1	51983162	51962485	chr1
HMGXB4	51995266	51984311	chr1
LOC101747388	51997519	52000504	chr1
ISX	52112734	52085697	chr1
LOC101747984	52346738	52347832	chr1
LOC101747603	52414491	52402043	chr1
LOC101747648	52522898	52518377	chr1
LARGE	52602640	52799356	chr1
LOC100857102	52887370	52953963	chr1
LOC100857133	52949265	52939472	chr1
SYN3	53005381	53192098	chr1
TIMP3	53091052	53058588	chr1
FBXO7	53204934	53191324	chr1
BPIFCA	53206034	53233291	chr1
BPIFCB	53234157	53249804	chr1
C22ORF28	53250153	53263895	chr1
ASCL4	53284889	53280729	chr1
PRDM4	53288825	53306445	chr1
PWP1	53321328	53306965	chr1
BTBD11	53410741	53339863	chr1
LOC101749091	53526584	53522099	chr1
CRY1	53588470	53554188	chr1
MTERFD3	53590484	53596130	chr1
C1H12ORF23	53610656	53597857	chr1
RIC8B	53669641	53636322	chr1
RFX4	53765195	53673881	chr1
POLR3B	53841532	53773509	chr1
TCP11L2	53857447	53846142	chr1
CKAP4	53866648	53873168	chr1
NUAK1	53895864	53943634	chr1
OCC-1	54158684	54142067	chr1
APPL2	54174512	54207753	chr1
KIAA1033	54246842	54207788	chr1
ALDH1L2	54254014	54282440	chr1
C12ORF45	54287561	54283954	chr1
SLC41A2	54288079	54337136	chr1
LOC100857771	54352607	54346447	chr1
LOC100857286	54372090	54405331	chr1
LOC101750080	54444420	54405366	chr1
LOC100857360	54451592	54480018	chr1
LOC100857517	54485139	54481532	chr1
LOC100857711	54485615	54534660	chr1
CHST11	54743515	54543971	chr1
TXNRD1	54768918	54742735	chr1
NFYB	54797095	54821166	chr1
HCFC2	54834488	54813610	chr1
GLT8D2	54837495	54853419	chr1
TDG	54863950	54853443	chr1
C1H12ORF73	54864147	54865427	chr1
HSP90B1	54879269	54869423	chr1
LOC101751012	54881744	54886057	chr1
LOC418086	54900398	54893444	chr1
NT5DC3	54903857	54926083	chr1
STAB2	55004142	54923947	chr1
PAH	55230464	55266539	chr1
LOC771761	55273337	55302647	chr1
IGF1	55432530	55480957	chr1
C1H12ORF48	55569389	55521325	chr1
PMCH	55523694	55525084	chr1
NUP37	55569423	55593570	chr1
CCDC53	55601174	55616692	chr1
DRAM1	55659110	55644414	chr1
GNPTAB	55671136	55711615	chr1
SYCP3	55711745	55723234	chr1
CHPT1	55742422	55724007	chr1
MYBPC1	55820642	55748713	chr1
TRNAV-CAC	55823926	55823998	chr1
SPIC	55863457	55853190	chr1
PARP12	55884045	55898943	chr1
TBXAS1	56151170	55899377	chr1
HIPK2	56174660	56296023	chr1
KIAA1549	56384125	56462068	chr1
TMEM213	56475358	56471425	chr1
ATP6V0A4	56480867	56503711	chr1
SVOPL	56507545	56530547	chr1
TRIM24	56586935	56529994	chr1
LOC101748333	56617002	56610796	chr1
AKR1D1	56701680	56735736	chr1
LOC101748370	56745130	56739452	chr1
ZC3HAV1L	56784682	56772006	chr1
LOC418109	56803713	56786480	chr1
LOC101748827	56815567	56806723	chr1
JHDM1D	56860120	56822954	chr1
LOC101748926	56900631	56886904	chr1
SLC37A3	56922260	56901913	chr1
RAB19	56922434	56926588	chr1
MKRN1	56952880	56931062	chr1
LOC418114	56955211	56982504	chr1
DENND2A	57040743	56983375	chr1
ADCK2	57042428	57053434	chr1
LOC100858131	57069279	57055263	chr1
NDUFB2	57069359	57070148	chr1
BRAF	57138557	57083435	chr1
LOC101749722	57152624	57158903	chr1
MRPS33	57170554	57165656	chr1
LOC101749765	57176535	57170798	chr1
TMEM178B	57186309	57397220	chr1
LOC101749817	57419846	57420717	chr1
AGK	57426986	57469821	chr1
KIAA1147	57469863	57459497	chr1
WEE2	57462468	57489784	chr1
SSBP1	57489951	57495521	chr1
CREB3L2	57502917	57577009	chr1
DGKI	57586497	57793284	chr1
PTN	57819396	57889376	chr1
CHRM2	57960700	57959300	chr1
LOC101750324	57975106	57980776	chr1
MIR490	58019049	58018957	chr1
MTPN	58357027	58394606	chr1
FAM180A	58483123	58511304	chr1
SLC13A4	58514861	58542320	chr1
C1H7orf73	58557509	58551189	chr1
SYT10	58791558	58824030	chr1
PKP2	58971868	59014722	chr1
LOC101750788	59052977	59022869	chr1
YARS2	59053996	59068155	chr1
DNM1L	59100295	59065366	chr1
BICD1	59410202	59110310	chr1
LOC101750909	59330714	59333811	chr1
C1H12ORF35	59488044	59450075	chr1
LOC101751557	59478484	59471495	chr1
AMN1	59519370	59546111	chr1
METTL20	59553240	59544447	chr1
DENND5B	59564745	59672007	chr1
FAM60A	59695558	59703575	chr1
MIR1593	59704345	59704434	chr1
LOC101752247	59720779	59713617	chr1
CAPRIN2	59721269	59752906	chr1
IPO8	59757296	59800843	chr1
LOC101747343	59820648	59834168	chr1
TMTC1	59856686	59990881	chr1
LOC100858559	60004750	60009307	chr1
LOC101747573	60010337	60015911	chr1
ZFP3	60049357	60060209	chr1
LOC101748011	60055069	60050852	chr1
DDX11	60060483	60080051	chr1
WASH1	60120121	60080916	chr1
LOC101749990	60139819	60140562	chr1
IQSEC3	60140359	60245747	chr1
LOC427923	60272380	60251705	chr1
SLC6A13	60327292	60292896	chr1
LOC100858230	60358003	60332185	chr1
KDM5A	60416811	60369256	chr1
LOC101748698	60416704	60417700	chr1
CCDC77	60417450	60432297	chr1
B4GALNT3	60438890	60499864	chr1
NINJ2	60545972	60501936	chr1
LOC101749110	60573366	60568169	chr1
WNK1	60573803	60673265	chr1
RAD52	60684637	60675632	chr1
ERC1	60689451	60981411	chr1
FBXL14	61031634	61026039	chr1
WNT5B	61044201	61059847	chr1
ADIPOR2	61067944	61108337	chr1
CACNA2D4	61229691	61113300	chr1
CHUNK-1	61121260	61123185	chr1
LRTM2	61137069	61158280	chr1
LOC101749803	61158370	61160404	chr1
DCP1B	61287284	61245769	chr1
CACNA1C	61276045	61746990	chr1
IL17RA	61752899	61772612	chr1
CECR6	61777534	61775436	chr1
CECR5	61793516	61784022	chr1
CECR1	61815018	61799684	chr1
CECR2	61849782	61917908	chr1
ATP6V1E1	61940679	61925462	chr1
BCL2L13	61941388	61984498	chr1
BID	62003295	61984700	chr1
MICAL3	62110007	62005976	chr1
PEX26	62185495	62190785	chr1
TUBA8	62192023	62196414	chr1
TUBA4A	62201177	62208323	chr1
USP18	62212538	62226499	chr1
LOC418168	62234525	62246313	chr1
LOC418169	62256458	62247442	chr1
LOC418170	62268580	62261366	chr1
AKR1B1L	62278944	62270797	chr1
LOC425137	62290998	62285069	chr1
BPGM	62299226	62318069	chr1
CALD1	62400801	62588725	chr1
AKR1B10	62598178	62590034	chr1
RERG	62887306	62782897	chr1
PTPRO	62933936	63081609	chr1
EPS8	63217154	63086152	chr1
STRAP	63250603	63259735	chr1
DERA	63261387	63315191	chr1
SLC15A5	63395422	63365504	chr1
MGST1	63429485	63435985	chr1
LMO3	63564292	63503856	chr1
LOC101752248	63882867	63878368	chr1
RERGL	64051455	64042732	chr1
PIK3C2G	64049052	64331552	chr1
PLCZ1	64376631	64333671	chr1
CAPZA3	64376706	64377673	chr1
PLEKHA5	64504293	64672140	chr1
LOC101747574	64687654	64681035	chr1
AEBP2	64688224	64737610	chr1
LOC101747708	64793080	64823867	chr1
LOC101747667	64880193	64919865	chr1
LOC101747754	64976029	65028463	chr1
PDE3A	65186102	65271216	chr1
SLCO1C1	65289165	65310400	chr1
SLCO1B1	65319441	65338450	chr1
LOC418189	65367035	65345815	chr1
LOC101747985	65372987	65374826	chr1
SLCO1A2	65404702	65382223	chr1
IAPP	65417377	65421103	chr1
PYROXD1	65450430	65465541	chr1
RECQL	65489085	65469870	chr1
GOLT1B	65489503	65502097	chr1
LOC101748166	65511442	65502284	chr1
BCAT1	65511555	65577555	chr1
LOC101750394	65639985	65638227	chr1
LOC101748372	65879729	65873416	chr1
LOC101748334	65960406	65957079	chr1
SOX5	66068226	66320260	chr1
LOC101748474	66386406	66375526	chr1
LOC100859624	66504418	66468516	chr1
LOC100859077	66504464	66514890	chr1
ETNK1	66627232	66594488	chr1
KIAA0528	66650386	66717774	chr1
LOC776088	66733232	66722803	chr1
ST8SIA1	66735234	66851127	chr1
C3AR1	66940437	66943733	chr1
LOC427933	66974800	66981492	chr1
CMAS	67000732	66990592	chr1
ABCC9	67019855	67094843	chr1
KCNJ8	67102589	67110417	chr1
LOC101749462	67126702	67174534	chr1
LOC101750450	67177617	67178419	chr1
LDHB	67177978	67187671	chr1
GYS2	67194620	67235844	chr1
LOC418208	67240775	67242300	chr1
LOC418204	67260994	67281328	chr1
LRMP	67282530	67312114	chr1
LOC101750345	67315231	67312467	chr1
CASC1	67331481	67315779	chr1
LYRM5	67331595	67338972	chr1
KRAS	67358746	67337861	chr1
LOC101750630	67407871	67408758	chr1
LOC101750417	67422110	67424131	chr1
LOC101750464	67507457	67505041	chr1
LOC101750507	67601106	67578449	chr1
LOC101750554	67610115	67605680	chr1
RASSF8	67645213	67724204	chr1
LOC101750688	67733856	67739283	chr1
BHLHE41	67743350	67740157	chr1
SSPN	67762984	67783300	chr1
ITPR2	68069360	67807625	chr1
LOC101750972	68096139	68108388	chr1
C1H12ORF11	68133803	68113435	chr1
FGFR1OP2	68134383	68145691	chr1
TM7SF3	68167624	68149462	chr1
MED21	68167533	68174734	chr1
LOC101751486	68217716	68223828	chr1
STK38L	68225821	68267176	chr1
ARNTL2	68281323	68317439	chr1
LOC101751576	68346592	68357549	chr1
PPFIBP1	68401204	68442029	chr1
REP15	68445594	68448816	chr1
CYB5R3	68499605	68448251	chr1
LOC418221	68465302	68479176	chr1
LOC418222	68480377	68485099	chr1
ARFGAP3	68549653	68516164	chr1
PACSIN2	68619339	68555988	chr1
LOC101752069	68619118	68608922	chr1
TTLL1	68649560	68622475	chr1
BIK	68652276	68664291	chr1
MCAT	68670693	68667390	chr1
TSPO	68677124	68681363	chr1
TTLL12	68703594	68683418	chr1
SCUBE1	68915625	68710716	chr1
LOC101747370	68839943	68830799	chr1
MPPED1	68969454	69030311	chr1
EFCAB6	69063571	69044948	chr1
SULT4A1	69178905	69162378	chr1
PNPLA3	69195277	69242098	chr1
LOC101747882	69214827	69224252	chr1
SAMM50	69242253	69260418	chr1
PARVB	69266420	69326088	chr1
PARVG	69328007	69349252	chr1
KIAA1644	69505449	69423961	chr1
LOC101750865	69505011	69510122	chr1
LOC101748585	69832524	69835428	chr1
PRR5	69852304	69937627	chr1
ARHGAP8	70002408	70079769	chr1
PHF21B	70249625	70090402	chr1
NUP50	70374265	70390312	chr1
KIAA0930	70461996	70393970	chr1
UPK3A	70462073	70509192	chr1
SMC1B	70570140	70532893	chr1
RIBC2	70569820	70583941	chr1
LOC101749180	70623370	70620717	chr1
FBLN1	70623970	70705990	chr1
ATXN10	70738807	70834764	chr1
WNT7B	71014149	70922649	chr1
LOC101749524	71169897	71214698	chr1
LOC101749388	71323534	71382821	chr1
MIRLET7A-3	71371150	71371225	chr1
MIRLET7B	71371979	71372063	chr1
PPARA	71411620	71442947	chr1
C1H22ORF40	71470938	71450922	chr1
LOC426599	71480390	71500290	chr1
TTC38	71511929	71531312	chr1
ZC3HAV1	71571593	71546343	chr1
LOC101749705	71571700	71573948	chr1
ETV6	71620289	71753147	chr1
MIR1727-1	71640474	71640579	chr1
BCL2L14	71804871	71817149	chr1
LRP6	71951432	71828609	chr1
LOC101751329	71959253	71967323	chr1
MANSC1	71980456	71974270	chr1
LOH12CR1	71983487	72043485	chr1
DUSP16	72117644	72046678	chr1
CREBL2	72137793	72147674	chr1
LOC100857902	72165476	72157688	chr1
LOC101751558	72209940	72197856	chr1
CDKN1B	72273764	72277035	chr1
LOC101751814	72299018	72310380	chr1
LOC101751866	72361788	72364761	chr1
LOC101747298	72423258	72413970	chr1
MRPS35	72450627	72472725	chr1
MANSC4	72499783	72477088	chr1
KLHDC5	72499739	72512312	chr1
PTHLH	72591026	72580254	chr1
CCDC91	72695516	72951555	chr1
FAR2	73020055	73151582	chr1
RAD51AP1	73187047	73177718	chr1
C1H12ORF4	73186359	73212849	chr1
FGF6	73226727	73230498	chr1
C1H12ORF5	73291639	73227103	chr1
FGF23	73253573	73257159	chr1
CCND2	73342523	73303862	chr1
NDUFA9	73518014	73537657	chr1
LOC101748699	73546163	73590312	chr1
KCNA1	73667211	73675296	chr1
LOC101748911	73715404	73713837	chr1
LOC101748952	73748192	73752868	chr1
KCNA5	73761130	73764181	chr1
LOC101749045	73889093	73875081	chr1
NTF3	74007579	74077637	chr1
ANO2	74335675	74135418	chr1
VWF	74476749	74338935	chr1
CD9	74509638	74533286	chr1
LOC419032	74558012	74546227	chr1
ARHGEF19	74596328	74560219	chr1
LOC100858935	74598958	74602683	chr1
PRMT8	74651183	74707677	chr1
PARP11	74817956	74804663	chr1
TSPAN9	74976415	74834827	chr1
TEAD4	75063854	74996782	chr1
TULP3	75104761	75069170	chr1
C12ORF32	75109223	75105043	chr1
FOXM1	75109437	75119161	chr1
LOC101748260	75121861	75140984	chr1
ITFG2	75173384	75156898	chr1
FKBP4	75192167	75178046	chr1
LOC101748309	75192287	75197336	chr1
LOC101748604	75210594	75203354	chr1
LOC101748645	75210885	75213095	chr1
NECAP1	75230437	75222913	chr1
LOC100857559	75244567	75246281	chr1
FOXJ2	75287594	75249930	chr1
LOC101748787	75288216	75294775	chr1
LOC101749046	75319898	75315004	chr1
SLC2A3	75323723	75331884	chr1
LOC101748883	75352524	75364737	chr1
NANOG	75371263	75368480	chr1
AICDA	75413213	75409234	chr1
MFAP5	75444653	75423017	chr1
RIMKLB	75451750	75515619	chr1
A2ML1	75531238	75565003	chr1
LOC101749481	75585813	75587086	chr1
A2ML2	75595555	75629175	chr1
PHC1	75640948	75660087	chr1
M6PR	75666868	75658535	chr1
A2M	75681860	75711590	chr1
LOC425756	75751061	75713599	chr1
OVST	75804565	75769353	chr1
OVSTL	75854035	75816686	chr1
MAN1A2	76094897	75956817	chr1
CD86	76121660	76132345	chr1
LOC101750173	76159276	76165293	chr1
CASR	76166915	76245006	chr1
CSTB	76247535	76251880	chr1
CSTA	76258542	76253583	chr1
CCDC58	76277182	76267859	chr1
FAM162A	76278382	76285063	chr1
KPNA1	76339983	76288629	chr1
FBXO40	76342890	76355022	chr1
TAPBPL	76360081	76368700	chr1
SCNN1A	76382783	76390957	chr1
VAMP1	76398676	76395821	chr1
MRPL51	76401537	76399983	chr1
NCAPD2	76401651	76425374	chr1
CNP1	76430011	76431726	chr1
GAPDH	76433608	76437500	chr1
IFFO1	76452531	76447726	chr1
LOC101750673	76456765	76460271	chr1
NOP2	76468605	76463260	chr1
CHD4	76489354	76468862	chr1
LOC101750826	76490708	76502936	chr1
LPAR5	76515426	76507813	chr1
ACRBP	76539018	76520348	chr1
LOC101750932	76539040	76540460	chr1
ING4	76563040	76548290	chr1
ZNF384	76594731	76569042	chr1
LOC101751073	76598732	76604706	chr1
C1H12ORF53	76625360	76612958	chr1
COPS7A	76630629	76633759	chr1
MLF2	76651986	76644865	chr1
LOC100859057	76652190	76653849	chr1
PTMS	76658570	76661573	chr1
LAG3	76675707	76684430	chr1
CD4	76687604	76699070	chr1
GPR162	76707975	76712197	chr1
LEPREL2	76712458	76724123	chr1
GNB3	76722746	76735476	chr1
CDCA3	76738277	76736134	chr1
USP5	76738616	76753822	chr1
TPI1	76754054	76757054	chr1
LRRC23	76758562	76766696	chr1
ENO2	76766963	76776197	chr1
LOC101752001	76781590	76777600	chr1
ATN1	76783406	76805087	chr1
C12ORF57	76805345	76806483	chr1
PTPN6	76818718	76828144	chr1
PHB2	76833820	76828253	chr1
EMG1	76834435	76836667	chr1
LPCAT3	76852523	76836838	chr1
C1S	76859359	76868464	chr1
C1R	76879250	76871799	chr1
CLSTN3	76881211	76901010	chr1
RBP5	76885500	76883869	chr1
LOC418298	76912761	76901086	chr1
PEX5	76914600	76924641	chr1
LOC427948	76965281	76966727	chr1
EPHA1	76976250	77009697	chr1
ZYX	77026185	77014767	chr1
LOC101747273	77026315	77028061	chr1
LOC101747299	77029348	77032147	chr1
FAM131B	77045856	77075005	chr1
CLCN1	77147739	77086958	chr1
CASP2	77176640	77150674	chr1
TMEM139	77182872	77178409	chr1
LOC395647	77193934	77232699	chr1
GSTK1	77250249	77240616	chr1
CD163	77285471	77254702	chr1
LOC101749182	77296180	77295128	chr1
KEL	77334319	77358168	chr1
TRPV6	77385714	77416146	chr1
EPHB6	77513926	77459637	chr1
LOC418309	77553253	77554099	chr1
TRBV6-5	77619925	77558752	chr1
PRSS3	77626635	77630080	chr1
LOC768817	77645725	77649241	chr1
LOC100857153	77710870	77656459	chr1
LOC100857124	77659542	77662348	chr1
LOC101749766	77712252	77713458	chr1
KLK7	77713479	77715433	chr1
LOC769044	77764194	77779241	chr1
LOC100859625	77813983	77803754	chr1
CSDA	77814100	77838588	chr1
SYCE3	77847262	77843658	chr1
STYK1	77846691	77871355	chr1
GABARAPL1	77896504	77886612	chr1
C1H12ORF59	77908178	77903684	chr1
LOC769174	77926023	77919253	chr1
LOC100859872	77944429	77940786	chr1
HSD3B2	77964473	77954024	chr1
HAO2	77985915	77969997	chr1
LOC101750555	78005307	77989515	chr1
LOC101750690	78073961	78102345	chr1
LOC100857210	78105421	78102440	chr1
WARS2	78111765	78120980	chr1
TBX15	78144165	78233822	chr1
LOC101751910	78388419	78386298	chr1
SPAG17	78440332	78534678	chr1
WDR3	78555922	78534419	chr1
GDAP2	78555951	78577845	chr1
FAM46C	78606692	78602130	chr1
DUSP12	78614091	78618004	chr1
ATP6V1A	78635573	78618461	chr1
NAA50	78646902	78669380	chr1
KIAA2018	78671485	78695218	chr1
SIDT1	78745086	78704480	chr1
SPICE1	78750180	78782792	chr1
TRNAS-AGA	78759993	78759912	chr1
TRNAS-AGA	78763366	78763447	chr1
TRNAS-AGA	78766504	78766585	chr1
TRNAS-AGA	78767948	78768029	chr1
TRIM45	78782788	78801784	chr1
VTCN1	78807428	78812847	chr1
CTC1	78833412	78814566	chr1
TNFRSF1A	78835798	78848731	chr1
METTL16	78850416	78861365	chr1
POLQ	78861463	78918235	chr1
STXBP5L	79113543	78922976	chr1
LOC101747988	79113951	79131054	chr1
GTF2E1	79209012	79155987	chr1
RABL3	79209162	79222119	chr1
HGD	79234400	79252689	chr1
NDUFB4	79258862	79253837	chr1
LOC101748099	79261534	79299686	chr1
FSTL1	79329651	79346983	chr1
LRRC58	79348567	79363766	chr1
GPR156	79373253	79385090	chr1
LOC101748681	79389248	79386738	chr1
GSK3B	79403256	79539621	chr1
C1H3ORF15	79580363	79549711	chr1
COX17	79591472	79593419	chr1
POPDC2	79597189	79606955	chr1
PLA1A	79625780	79608376	chr1
LOC101749284	79633640	79652030	chr1
ATP1A1	79701498	79683353	chr1
MAB21L3	79770022	79751107	chr1
SLC22A15	79814547	79779675	chr1
NHLH2	79856830	79858125	chr1
CASQ2	79886017	79916750	chr1
VANGL1	79960754	79924440	chr1
CHD1L	79992959	79971021	chr1
LOC418339	79992852	80010718	chr1
TMEM39A	80031243	80011599	chr1
LOC101747354	80036099	80036584	chr1
B4GALT4	80036293	80061037	chr1
B4GALT3	80076389	80062049	chr1
LOC408180	80105836	80079302	chr1
ARHGAP31	80150941	80209194	chr1
MIR3539	80199429	80199499	chr1
UPK1B	80227416	80215465	chr1
C3ORF30	80278968	80241469	chr1
IGSF11	80244574	80366771	chr1
LOC101750949	80386764	80588592	chr1
LOC101750910	80517443	80519095	chr1
LOC101751188	80778675	80770475	chr1
LOC101751152	80894941	80892516	chr1
LOC101751115	80895064	80897200	chr1
LOC101751074	81119811	81115954	chr1
LOC101751044	81284989	81277354	chr1
LOC101750994	81372897	81356343	chr1
LSAMP	81373015	81656000	chr1
GAP43	81733530	81680290	chr1
LOC101751330	81803449	81802633	chr1
LOC100859265	81899224	82187781	chr1
ZBTB20	82268451	82353147	chr1
DRD3	82396971	82410062	chr1
QTRTD1	82436617	82424528	chr1
KIAA1407	82437117	82456591	chr1
ZDHHC23	82466589	82459932	chr1
GRAMD1C	82519038	82468044	chr1
LOC418355	82491763	82531783	chr1
LOC418356	82546967	82533283	chr1
LOC101747629	82576074	82574616	chr1
CLDND1	82587951	82578795	chr1
GPR15	82594791	82596524	chr1
APOV1	82611901	82608975	chr1
ILDR1	82631517	82616921	chr1
WDR52	82631099	82676993	chr1
BOC	82721798	82677691	chr1
LOC101751317	82722697	82721283	chr1
LOC418362	82795560	82774414	chr1
C1H3orf17	82796261	82802279	chr1
TAF13	82805011	82802696	chr1
GTPBP8	82811007	82806200	chr1
CD200R1L	82814128	82833412	chr1
CD200R1	82841615	82862137	chr1
CCDC80	82939849	82963438	chr1
SLC35A5	82978717	82963546	chr1
ATG3	82979507	83003124	chr1
F5	83009912	83045760	chr1
SLC19A2	83056835	83069423	chr1
C1H1ORF114	83072303	83081870	chr1
BLZF1	83088351	83081663	chr1
NME7	83088368	83178112	chr1
ATP1B1	83192215	83177969	chr1
MIR1690	83233227	83233330	chr1
DPT	83312660	83339885	chr1
IFNG	83400092	83404066	chr1
TBX19	83501650	83487398	chr1
SFT2D2	83517345	83507446	chr1
TIPRL	83527105	83518608	chr1
GPR161	83527204	83539484	chr1
TTF2	83540417	83559865	chr1
TRNAL-CAG	83560998	83561080	chr1
TRNAI-AAU	83561415	83561488	chr1
TRNAS-AGA	83562040	83561959	chr1
TRNAI-AAU	83562249	83562322	chr1
TRNAH-GUG	83562614	83562543	chr1
TRNAD-GUC	83562801	83562730	chr1
TRNAD-GUC	83563970	83564041	chr1
TRNAI-AAU	83564216	83564289	chr1
TRNAD-GUC	83564612	83564683	chr1
CPOX	83573845	83565328	chr1
LOC101747966	83573935	83581665	chr1
ST3GAL6	83614756	83656869	chr1
COL8A1	83748534	83663285	chr1
LOC101748512	83777754	83767554	chr1
DCBLD2	83935565	83978012	chr1
TMEM30C	83997981	83977689	chr1
C1H3ORF26	84061049	83998104	chr1
FILIP1L	84025977	84222183	chr1
TBC1D23	84224136	84255284	chr1
NIT2	84255315	84267310	chr1
TOMM70A	84288623	84267201	chr1
LNP1	84288830	84301834	chr1
TMEM45A	84314960	84332418	chr1
GPR128	84339717	84364534	chr1
TFG	84366922	84385451	chr1
ABI3BP	84521565	84388517	chr1
LOC100858682	84536073	84522375	chr1
LOC101750246	84604860	84609950	chr1
IMPG2	84660808	84610640	chr1
SENP7	84703515	84663195	chr1
FAM172BP	84703317	84707743	chr1
TXNL4B	84714649	84708593	chr1
TRMT10C	84710668	84713638	chr1
PCNP	84714811	84724367	chr1
ZBTB11	84744009	84727174	chr1
RPL24	84751888	84747604	chr1
CEP97	84751929	84768110	chr1
NXPE3	84773652	84792828	chr1
NFKBIZ	84799655	84816007	chr1
ZPLD1	84884461	84992403	chr1
TRNAI-AAU	84914592	84914665	chr1
LOC101751259	85062185	85074700	chr1
TRNAI-AAU	85159418	85159491	chr1
LOC101751304	85393186	85739230	chr1
ALCAM	85893284	86009283	chr1
LOC101751371	86028641	86008031	chr1
CBLB	86159144	86033661	chr1
LOC101751523	86159419	86172862	chr1
LOC101751559	86244995	86439058	chr1
LOC101751593	86602032	86601107	chr1
BBX	86605189	86735815	chr1
LOC101752020	86744967	86743381	chr1
CD47	86834017	86815012	chr1
IFT57	86870937	86851141	chr1
MYH15	86923771	86879994	chr1
LOC101747300	86927754	86933041	chr1
KIAA1524	86980161	86946900	chr1
SH2D1B	86991587	86981433	chr1
TRAT1	87030471	87049625	chr1
HJURP	87067564	87053204	chr1
LOC101751543	87057488	87053204	chr1
GUCA1C	87119596	87085332	chr1
LOC418414	87189277	87198878	chr1
LOC101747575	87253773	87240880	chr1
LOC101747542	87273948	87254597	chr1
PVRL3	87611983	87674267	chr1
PLCXD2	87790374	87808494	chr1
PHLDB2	87825825	87931658	chr1
